18.5667	2.2
18.5667	2.3533
18.5667	2.50661
18.5667	2.65991
18.5667	2.81322
18.5667	2.96652
18.5667	3.11983
18.5667	3.27313
18.5667	3.42644
18.5667	3.57974
18.5667	3.73305
18.5667	3.88635
18.5667	4.03966
18.5667	4.19296
18.5667	4.34626
18.5667	4.49957
18.5667	4.65287
18.5667	4.80618
18.5667	4.95948
18.5667	5.11279
18.5667	5.26609
18.5667	5.4194
18.5667	5.5727
18.5667	5.72601
18.5667	5.87931
18.5667	6.03261
18.5667	6.18592
18.5667	6.33922
18.5667	6.49253
18.5667	6.64583
18.5667	9.05
18.5667	9.21724
18.5667	9.38448
18.5667	9.55172
18.5667	9.71897
18.5667	9.88621
18.5667	10.0534
18.5667	10.2207
18.5667	10.3879
18.5667	10.5552
18.5667	10.7224
18.5667	10.8897
18.5667	11.0569
18.5667	11.2241
18.5667	11.3914
18.5667	11.5586
18.5667	11.7259
18.5667	11.8931
18.5667	12.0603
18.5667	12.2276
18.5667	12.3948
18.5667	12.5621
18.5667	12.7293
18.5667	12.8966
18.5667	13.0638
18.5667	13.231
18.5667	13.3983
18.5667	13.5655
18.5667	13.7328
18.5667	13.9
19.7	2.2
19.7	2.3533
19.7	2.50661
19.7	2.65991
19.7	2.81322
19.7	2.96652
19.7	3.11983
19.7	3.27313
19.7	3.42644
19.7	3.57974
19.7	3.73305
19.7	3.88635
19.7	4.03966
19.7	4.19296
19.7	4.34626
19.7	4.49957
19.7	4.65287
19.7	4.80618
19.7	4.95948
19.7	5.11279
19.7	5.26609
19.7	5.4194
19.7	5.5727
19.7	5.72601
19.7	5.87931
19.7	6.03261
19.7	6.18592
19.7	6.33922
19.7	6.49253
19.7	6.64583
19.7	9.05
19.7	9.21724
19.7	9.38448
19.7	9.55172
19.7	9.71897
19.7	9.88621
19.7	10.0534
19.7	10.2207
19.7	10.3879
19.7	10.5552
19.7	10.7224
19.7	10.8897
19.7	11.0569
19.7	11.2241
19.7	11.3914
19.7	11.5586
19.7	11.7259
19.7	11.8931
19.7	12.0603
19.7	12.2276
19.7	12.3948
19.7	12.5621
19.7	12.7293
19.7	12.8966
19.7	13.0638
19.7	13.231
19.7	13.3983
19.7	13.5655
19.7	13.7328
19.7	13.9
20.8333	2.2
20.8333	2.3533
20.8333	2.50661
20.8333	2.65991
20.8333	2.81322
20.8333	2.96652
20.8333	3.11983
20.8333	3.27313
20.8333	3.42644
20.8333	3.57974
20.8333	3.73305
20.8333	3.88635
20.8333	4.03966
20.8333	4.19296
20.8333	4.34626
20.8333	4.49957
20.8333	4.65287
20.8333	4.80618
20.8333	4.95948
20.8333	5.11279
20.8333	5.26609
20.8333	5.4194
20.8333	5.5727
20.8333	5.72601
20.8333	5.87931
20.8333	6.03261
20.8333	6.18592
20.8333	6.33922
20.8333	6.49253
20.8333	6.64583
20.8333	9.05
20.8333	9.21724
20.8333	9.38448
20.8333	9.55172
20.8333	9.71897
20.8333	9.88621
20.8333	10.0534
20.8333	10.2207
20.8333	10.3879
20.8333	10.5552
20.8333	10.7224
20.8333	10.8897
20.8333	11.0569
20.8333	11.2241
20.8333	11.3914
20.8333	11.5586
20.8333	11.7259
20.8333	11.8931
20.8333	12.0603
20.8333	12.2276
20.8333	12.3948
20.8333	12.5621
20.8333	12.7293
20.8333	12.8966
20.8333	13.0638
20.8333	13.231
20.8333	13.3983
20.8333	13.5655
20.8333	13.7328
20.8333	13.9
21.9667	2.2
21.9667	2.3533
21.9667	2.50661
21.9667	2.65991
21.9667	2.81322
21.9667	2.96652
21.9667	3.11983
21.9667	3.27313
21.9667	3.42644
21.9667	3.57974
21.9667	3.73305
21.9667	3.88635
21.9667	4.03966
21.9667	4.19296
21.9667	4.34626
21.9667	4.49957
21.9667	4.65287
21.9667	4.80618
21.9667	4.95948
21.9667	5.11279
21.9667	5.26609
21.9667	5.4194
21.9667	5.5727
21.9667	5.72601
21.9667	5.87931
21.9667	6.03261
21.9667	6.18592
21.9667	6.33922
21.9667	6.49253
21.9667	6.64583
21.9667	9.05
21.9667	9.21724
21.9667	9.38448
21.9667	9.55172
21.9667	9.71897
21.9667	9.88621
21.9667	10.0534
21.9667	10.2207
21.9667	10.3879
21.9667	10.5552
21.9667	10.7224
21.9667	10.8897
21.9667	11.0569
21.9667	11.2241
21.9667	11.3914
21.9667	11.5586
21.9667	11.7259
21.9667	11.8931
21.9667	12.0603
21.9667	12.2276
21.9667	12.3948
21.9667	12.5621
21.9667	12.7293
21.9667	12.8966
21.9667	13.0638
21.9667	13.231
21.9667	13.3983
21.9667	13.5655
21.9667	13.7328
21.9667	13.9
23.1	2.2
23.1	2.3533
23.1	2.50661
23.1	2.65991
23.1	2.81322
23.1	2.96652
23.1	3.11983
23.1	3.27313
23.1	3.42644
23.1	3.57974
23.1	3.73305
23.1	3.88635
23.1	4.03966
23.1	4.19296
23.1	4.34626
23.1	4.49957
23.1	4.65287
23.1	4.80618
23.1	4.95948
23.1	5.11279
23.1	5.26609
23.1	5.4194
23.1	5.5727
23.1	5.72601
23.1	5.87931
23.1	6.03261
23.1	6.18592
23.1	6.33922
23.1	6.49253
23.1	6.64583
23.1	9.05
23.1	9.21724
23.1	9.38448
23.1	9.55172
23.1	9.71897
23.1	9.88621
23.1	10.0534
23.1	10.2207
23.1	10.3879
23.1	10.5552
23.1	10.7224
23.1	10.8897
23.1	11.0569
23.1	11.2241
23.1	11.3914
23.1	11.5586
23.1	11.7259
23.1	11.8931
23.1	12.0603
23.1	12.2276
23.1	12.3948
23.1	12.5621
23.1	12.7293
23.1	12.8966
23.1	13.0638
23.1	13.231
23.1	13.3983
23.1	13.5655
23.1	13.7328
23.1	13.9
24.2333	2.2
24.2333	2.3533
24.2333	2.50661
24.2333	2.65991
24.2333	2.81322
24.2333	2.96652
24.2333	3.11983
24.2333	3.27313
24.2333	3.42644
24.2333	3.57974
24.2333	3.73305
24.2333	3.88635
24.2333	4.03966
24.2333	4.19296
24.2333	4.34626
24.2333	4.49957
24.2333	4.65287
24.2333	4.80618
24.2333	4.95948
24.2333	5.11279
24.2333	5.26609
24.2333	5.4194
24.2333	5.5727
24.2333	5.72601
24.2333	5.87931
24.2333	6.03261
24.2333	6.18592
24.2333	6.33922
24.2333	6.49253
24.2333	6.64583
24.2333	9.05
24.2333	9.21724
24.2333	9.38448
24.2333	9.55172
24.2333	9.71897
24.2333	9.88621
24.2333	10.0534
24.2333	10.2207
24.2333	10.3879
24.2333	10.5552
24.2333	10.7224
24.2333	10.8897
24.2333	11.0569
24.2333	11.2241
24.2333	11.3914
24.2333	11.5586
24.2333	11.7259
24.2333	11.8931
24.2333	12.0603
24.2333	12.2276
24.2333	12.3948
24.2333	12.5621
24.2333	12.7293
24.2333	12.8966
24.2333	13.0638
24.2333	13.231
24.2333	13.3983
24.2333	13.5655
24.2333	13.7328
24.2333	13.9
25.3667	2.2
25.3667	2.3533
25.3667	2.50661
25.3667	2.65991
25.3667	2.81322
25.3667	2.96652
25.3667	3.11983
25.3667	3.27313
25.3667	3.42644
25.3667	3.57974
25.3667	3.73305
25.3667	3.88635
25.3667	4.03966
25.3667	4.19296
25.3667	4.34626
25.3667	4.49957
25.3667	4.65287
25.3667	4.80618
25.3667	4.95948
25.3667	5.11279
25.3667	5.26609
25.3667	5.4194
25.3667	5.5727
25.3667	5.72601
25.3667	5.87931
25.3667	6.03261
25.3667	6.18592
25.3667	6.33922
25.3667	6.49253
25.3667	6.64583
25.3667	9.05
25.3667	9.21724
25.3667	9.38448
25.3667	9.55172
25.3667	9.71897
25.3667	9.88621
25.3667	10.0534
25.3667	10.2207
25.3667	10.3879
25.3667	10.5552
25.3667	10.7224
25.3667	10.8897
25.3667	11.0569
25.3667	11.2241
25.3667	11.3914
25.3667	11.5586
25.3667	11.7259
25.3667	11.8931
25.3667	12.0603
25.3667	12.2276
25.3667	12.3948
25.3667	12.5621
25.3667	12.7293
25.3667	12.8966
25.3667	13.0638
25.3667	13.231
25.3667	13.3983
25.3667	13.5655
25.3667	13.7328
25.3667	13.9
8.06667	2.2
8.06667	2.3533
8.06667	2.50661
8.06667	2.65991
8.06667	2.81322
8.06667	2.96652
8.06667	3.11983
8.06667	3.27313
8.06667	3.42644
8.06667	3.57974
8.06667	3.73305
8.06667	3.88635
8.06667	4.03966
8.06667	4.19296
8.06667	4.34626
8.06667	4.49957
8.06667	4.65287
8.06667	4.80618
8.06667	4.95948
8.06667	5.11279
8.06667	5.26609
8.06667	5.4194
8.06667	5.5727
8.06667	5.72601
8.06667	5.87931
8.06667	6.03261
8.06667	6.18592
8.06667	6.33922
8.06667	6.49253
8.06667	6.64583
8.06667	9.05
8.06667	9.21724
8.06667	9.38448
8.06667	9.55172
8.06667	9.71897
8.06667	9.88621
8.06667	10.0534
8.06667	10.2207
8.06667	10.3879
8.06667	10.5552
8.06667	10.7224
8.06667	10.8897
8.06667	11.0569
8.06667	11.2241
8.06667	11.3914
8.06667	11.5586
8.06667	11.7259
8.06667	11.8931
8.06667	12.0603
8.06667	12.2276
8.06667	12.3948
8.06667	12.5621
8.06667	12.7293
8.06667	12.8966
8.06667	13.0638
8.06667	13.231
8.06667	13.3983
8.06667	13.5655
8.06667	13.7328
8.06667	13.9
9.2	2.2
9.2	2.3533
9.2	2.50661
9.2	2.65991
9.2	2.81322
9.2	2.96652
9.2	3.11983
9.2	3.27313
9.2	3.42644
9.2	3.57974
9.2	3.73305
9.2	3.88635
9.2	4.03966
9.2	4.19296
9.2	4.34626
9.2	4.49957
9.2	4.65287
9.2	4.80618
9.2	4.95948
9.2	5.11279
9.2	5.26609
9.2	5.4194
9.2	5.5727
9.2	5.72601
9.2	5.87931
9.2	6.03261
9.2	6.18592
9.2	6.33922
9.2	6.49253
9.2	6.64583
9.2	9.05
9.2	9.21724
9.2	9.38448
9.2	9.55172
9.2	9.71897
9.2	9.88621
9.2	10.0534
9.2	10.2207
9.2	10.3879
9.2	10.5552
9.2	10.7224
9.2	10.8897
9.2	11.0569
9.2	11.2241
9.2	11.3914
9.2	11.5586
9.2	11.7259
9.2	11.8931
9.2	12.0603
9.2	12.2276
9.2	12.3948
9.2	12.5621
9.2	12.7293
9.2	12.8966
9.2	13.0638
9.2	13.231
9.2	13.3983
9.2	13.5655
9.2	13.7328
9.2	13.9
10.3333	2.2
10.3333	2.3533
10.3333	2.50661
10.3333	2.65991
10.3333	2.81322
10.3333	2.96652
10.3333	3.11983
10.3333	3.27313
10.3333	3.42644
10.3333	3.57974
10.3333	3.73305
10.3333	3.88635
10.3333	4.03966
10.3333	4.19296
10.3333	4.34626
10.3333	4.49957
10.3333	4.65287
10.3333	4.80618
10.3333	4.95948
10.3333	5.11279
10.3333	5.26609
10.3333	5.4194
10.3333	5.5727
10.3333	5.72601
10.3333	5.87931
10.3333	6.03261
10.3333	6.18592
10.3333	6.33922
10.3333	6.49253
10.3333	6.64583
10.3333	9.05
10.3333	9.21724
10.3333	9.38448
10.3333	9.55172
10.3333	9.71897
10.3333	9.88621
10.3333	10.0534
10.3333	10.2207
10.3333	10.3879
10.3333	10.5552
10.3333	10.7224
10.3333	10.8897
10.3333	11.0569
10.3333	11.2241
10.3333	11.3914
10.3333	11.5586
10.3333	11.7259
10.3333	11.8931
10.3333	12.0603
10.3333	12.2276
10.3333	12.3948
10.3333	12.5621
10.3333	12.7293
10.3333	12.8966
10.3333	13.0638
10.3333	13.231
10.3333	13.3983
10.3333	13.5655
10.3333	13.7328
10.3333	13.9
11.4667	2.2
11.4667	2.3533
11.4667	2.50661
11.4667	2.65991
11.4667	2.81322
11.4667	2.96652
11.4667	3.11983
11.4667	3.27313
11.4667	3.42644
11.4667	3.57974
11.4667	3.73305
11.4667	3.88635
11.4667	4.03966
11.4667	4.19296
11.4667	4.34626
11.4667	4.49957
11.4667	4.65287
11.4667	4.80618
11.4667	4.95948
11.4667	5.11279
11.4667	5.26609
11.4667	5.4194
11.4667	5.5727
11.4667	5.72601
11.4667	5.87931
11.4667	6.03261
11.4667	6.18592
11.4667	6.33922
11.4667	6.49253
11.4667	6.64583
11.4667	9.05
11.4667	9.21724
11.4667	9.38448
11.4667	9.55172
11.4667	9.71897
11.4667	9.88621
11.4667	10.0534
11.4667	10.2207
11.4667	10.3879
11.4667	10.5552
11.4667	10.7224
11.4667	10.8897
11.4667	11.0569
11.4667	11.2241
11.4667	11.3914
11.4667	11.5586
11.4667	11.7259
11.4667	11.8931
11.4667	12.0603
11.4667	12.2276
11.4667	12.3948
11.4667	12.5621
11.4667	12.7293
11.4667	12.8966
11.4667	13.0638
11.4667	13.231
11.4667	13.3983
11.4667	13.5655
11.4667	13.7328
11.4667	13.9
12.6	2.2
12.6	2.3533
12.6	2.50661
12.6	2.65991
12.6	2.81322
12.6	2.96652
12.6	3.11983
12.6	3.27313
12.6	3.42644
12.6	3.57974
12.6	3.73305
12.6	3.88635
12.6	4.03966
12.6	4.19296
12.6	4.34626
12.6	4.49957
12.6	4.65287
12.6	4.80618
12.6	4.95948
12.6	5.11279
12.6	5.26609
12.6	5.4194
12.6	5.5727
12.6	5.72601
12.6	5.87931
12.6	6.03261
12.6	6.18592
12.6	6.33922
12.6	6.49253
12.6	6.64583
12.6	9.05
12.6	9.21724
12.6	9.38448
12.6	9.55172
12.6	9.71897
12.6	9.88621
12.6	10.0534
12.6	10.2207
12.6	10.3879
12.6	10.5552
12.6	10.7224
12.6	10.8897
12.6	11.0569
12.6	11.2241
12.6	11.3914
12.6	11.5586
12.6	11.7259
12.6	11.8931
12.6	12.0603
12.6	12.2276
12.6	12.3948
12.6	12.5621
12.6	12.7293
12.6	12.8966
12.6	13.0638
12.6	13.231
12.6	13.3983
12.6	13.5655
12.6	13.7328
12.6	13.9
13.7333	2.2
13.7333	2.3533
13.7333	2.50661
13.7333	2.65991
13.7333	2.81322
13.7333	2.96652
13.7333	3.11983
13.7333	3.27313
13.7333	3.42644
13.7333	3.57974
13.7333	3.73305
13.7333	3.88635
13.7333	4.03966
13.7333	4.19296
13.7333	4.34626
13.7333	4.49957
13.7333	4.65287
13.7333	4.80618
13.7333	4.95948
13.7333	5.11279
13.7333	5.26609
13.7333	5.4194
13.7333	5.5727
13.7333	5.72601
13.7333	5.87931
13.7333	6.03261
13.7333	6.18592
13.7333	6.33922
13.7333	6.49253
13.7333	6.64583
13.7333	9.05
13.7333	9.21724
13.7333	9.38448
13.7333	9.55172
13.7333	9.71897
13.7333	9.88621
13.7333	10.0534
13.7333	10.2207
13.7333	10.3879
13.7333	10.5552
13.7333	10.7224
13.7333	10.8897
13.7333	11.0569
13.7333	11.2241
13.7333	11.3914
13.7333	11.5586
13.7333	11.7259
13.7333	11.8931
13.7333	12.0603
13.7333	12.2276
13.7333	12.3948
13.7333	12.5621
13.7333	12.7293
13.7333	12.8966
13.7333	13.0638
13.7333	13.231
13.7333	13.3983
13.7333	13.5655
13.7333	13.7328
13.7333	13.9
14.8667	2.2
14.8667	2.3533
14.8667	2.50661
14.8667	2.65991
14.8667	2.81322
14.8667	2.96652
14.8667	3.11983
14.8667	3.27313
14.8667	3.42644
14.8667	3.57974
14.8667	3.73305
14.8667	3.88635
14.8667	4.03966
14.8667	4.19296
14.8667	4.34626
14.8667	4.49957
14.8667	4.65287
14.8667	4.80618
14.8667	4.95948
14.8667	5.11279
14.8667	5.26609
14.8667	5.4194
14.8667	5.5727
14.8667	5.72601
14.8667	5.87931
14.8667	6.03261
14.8667	6.18592
14.8667	6.33922
14.8667	6.49253
14.8667	6.64583
14.8667	9.05
14.8667	9.21724
14.8667	9.38448
14.8667	9.55172
14.8667	9.71897
14.8667	9.88621
14.8667	10.0534
14.8667	10.2207
14.8667	10.3879
14.8667	10.5552
14.8667	10.7224
14.8667	10.8897
14.8667	11.0569
14.8667	11.2241
14.8667	11.3914
14.8667	11.5586
14.8667	11.7259
14.8667	11.8931
14.8667	12.0603
14.8667	12.2276
14.8667	12.3948
14.8667	12.5621
14.8667	12.7293
14.8667	12.8966
14.8667	13.0638
14.8667	13.231
14.8667	13.3983
14.8667	13.5655
14.8667	13.7328
14.8667	13.9
